ZDB-GENE-980526-340	ENSDARG00000017821
ZDB-GENE-980526-299	Not found
ZDB-GENE-040718-399	ENSDARG00000002167
ZDB-GENE-140130-7	Not found
ZDB-GENE-070117-1900	Not found
ZDB-GENE-030131-207	ENSDARG00000062936
ZDB-GENE-070117-1271	Not found
ZDB-GENE-060526-274	ENSDARG00000013730
ZDB-GENE-040426-1825	ENSDARG00000035648
ZDB-GENE-070117-1715	Not found
ZDB-GENE-070117-1287	Not found
ZDB-GENE-070117-872	Not found
ZDB-GENE-070117-1026	Not found
ZDB-GENE-070117-2055	Not found
ZDB-GENE-070117-1344	Not found
ZDB-GENE-030828-2	ENSDARG00000019747
ZDB-GENE-070117-2481	Not found
ZDB-GENE-070117-231	Not found
ZDB-GENE-070117-207	Not found
ZDB-GENE-070117-917	Not found
ZDB-GENE-070117-2279	Not found
ZDB-GENE-070117-111	Not found
ZDB-GENE-990415-31	ENSDARG00000056181
ZDB-GENE-070117-1652	Not found
ZDB-GENE-111103-27	Not found
ZDB-GENE-070117-1142	Not found
ZDB-GENE-070117-485	Not found
ZDB-GENE-061103-493	ENSDARG00000067996
ZDB-GENE-081104-470	ENSDARG00000091342
ZDB-GENE-040718-470	Not found
ZDB-GENE-070117-682	Not found
ZDB-GENE-090929-157	Not found
ZDB-GENE-070117-121	Not found
ZDB-GENE-070117-1095	Not found
ZDB-GENE-070117-980	Not found
ZDB-GENE-070117-1777	Not found
ZDB-GENE-090311-50	ENSDARG00000073665
ZDB-GENE-070117-591	Not found
ZDB-GENE-070117-2296	Not found
ZDB-GENE-070117-1488	Not found
ZDB-GENE-010501-6	Not found
ZDB-GENE-070117-1693	Not found
ZDB-GENE-070117-201	Not found
ZDB-GENE-111103-20	Not found
ZDB-GENE-070117-1834	Not found
ZDB-GENE-070117-1484	Not found
ZDB-GENE-070117-1763	Not found
ZDB-GENE-080204-14	ENSDARG00000076420
ZDB-GENE-070117-82	Not found
ZDB-GENE-070117-1842	Not found
ZDB-GENE-050913-144	ENSDARG00000041481
ZDB-GENE-070117-1649	Not found
ZDB-GENE-070117-1636	Not found
ZDB-GENE-030616-23	ENSDARG00000076182
ZDB-GENE-070117-419	Not found
ZDB-GENE-110922-7	Not found
ZDB-GENE-030131-4340	ENSDARG00000020332
ZDB-GENE-070117-790	Not found
ZDB-GENE-070117-603	Not found
ZDB-GENE-030131-7635	ENSDARG00000004459
ZDB-GENE-070117-1810	Not found
ZDB-GENE-070117-1539	Not found
ZDB-GENE-030516-4	ENSDARG00000055510
ZDB-GENE-070117-1970	Not found
ZDB-GENE-070117-1659	Not found
ZDB-GENE-070117-436	Not found
ZDB-GENE-070117-1043	Not found
ZDB-GENE-140122-5	Not found
ZDB-GENE-070117-853	Not found
ZDB-GENE-070117-1101	Not found
ZDB-GENE-070117-1599	Not found
ZDB-GENE-070117-1145	Not found
ZDB-GENE-070117-2310	Not found
ZDB-GENE-070117-442	Not found
ZDB-GENE-070117-802	Not found
ZDB-GENE-070117-105	Not found
ZDB-GENE-070117-1947	Not found
ZDB-GENE-070117-977	Not found
ZDB-GENE-070117-166	Not found
ZDB-GENE-070117-2180	Not found
ZDB-GENE-010226-1	ENSDARG00000039959
ZDB-GENE-120203-2	Not found
ZDB-GENE-070117-1926	Not found
ZDB-GENE-070117-1146	Not found
ZDB-GENE-070117-854	Not found
ZDB-GENE-030131-3133	ENSDARG00000004060
ZDB-GENE-070117-1055	Not found
ZDB-GENE-070117-197	Not found
ZDB-GENE-070117-1824	Not found
ZDB-GENE-121001-5	ENSDARG00000077583
ZDB-GENE-070117-1531	Not found
ZDB-GENE-070117-1111	Not found
ZDB-GENE-990415-10	ENSDARG00000007149
ZDB-GENE-070117-135	Not found
ZDB-GENE-070117-381	Not found
ZDB-GENE-070117-1234	Not found
ZDB-GENE-070117-2242	Not found
ZDB-GENE-070117-164	Not found
ZDB-GENE-040426-2927	ENSDARG00000074084
ZDB-GENE-070117-2022	Not found
ZDB-GENE-070117-1190	Not found
ZDB-GENE-140122-21	Not found
ZDB-GENE-120123-14	Not found
ZDB-GENE-070117-1211	Not found
ZDB-GENE-070117-1540	Not found
ZDB-GENE-060312-45	ENSDARG00000087954
ZDB-GENE-070117-1200	Not found
ZDB-GENE-070117-783	Not found
ZDB-GENE-070117-540	Not found
ZDB-GENE-120309-4	Not found
ZDB-GENE-150701-11	Not found
ZDB-GENE-070117-819	Not found
ZDB-GENE-041001-209	ENSDARG00000029747
ZDB-GENE-070117-1934	Not found
ZDB-GENE-070117-369	Not found
ZDB-GENE-070117-933	Not found
ZDB-GENE-080318-10	Not found
ZDB-GENE-070117-654	Not found
ZDB-GENE-070117-1422	Not found
ZDB-GENE-070117-1463	Not found
ZDB-GENE-111103-6	Not found
ZDB-GENE-070117-1766	Not found
ZDB-GENE-070117-976	Not found
ZDB-GENE-070117-484	Not found
ZDB-GENE-070117-1204	Not found
ZDB-GENE-111103-31	Not found
ZDB-GENE-070117-820	Not found
ZDB-GENE-070117-1613	Not found
ZDB-GENE-090806-3	Not found
ZDB-GENE-040426-1544	ENSDARG00000071037
ZDB-GENE-070117-1665	Not found
ZDB-GENE-070117-566	Not found
ZDB-GENE-070117-1431	Not found
ZDB-GENE-070117-1503	Not found
ZDB-GENE-070117-335	Not found
ZDB-GENE-070117-1264	Not found
ZDB-GENE-070117-1673	Not found
ZDB-GENE-070117-1712	Not found
ZDB-GENE-070117-1168	Not found
ZDB-GENE-070117-578	Not found
ZDB-GENE-030520-2	ENSDARG00000068457
ZDB-GENE-070117-1235	Not found
ZDB-GENE-070209-2	ENSDARG00000079012
ZDB-GENE-070117-1881	Not found
ZDB-GENE-070117-1606	Not found
ZDB-GENE-070117-239	Not found
ZDB-GENE-070117-828	Not found
ZDB-GENE-070117-1437	Not found
ZDB-GENE-070117-1877	Not found
ZDB-GENE-070117-1792	Not found
ZDB-GENE-070117-903	Not found
ZDB-GENE-050208-724	ENSDARG00000070991
ZDB-GENE-070117-1638	Not found
ZDB-GENE-070117-1866	Not found
ZDB-GENE-070117-1591	Not found
ZDB-GENE-070117-616	Not found
ZDB-GENE-070117-145	Not found
ZDB-GENE-091111-4	ENSDARG00000004184
ZDB-GENE-070117-70	Not found
ZDB-GENE-040412-1	ENSDARG00000099144
ZDB-GENE-041210-165	ENSDARG00000056938
ZDB-GENE-070117-1405	Not found
ZDB-GENE-070117-1928	Not found
ZDB-GENE-070117-361	Not found
ZDB-GENE-070117-1674	Not found
ZDB-GENE-070117-344	Not found
ZDB-GENE-070117-1468	Not found
ZDB-GENE-070117-524	Not found
ZDB-GENE-030918-4	ENSDARG00000063207
ZDB-GENE-070117-400	Not found
ZDB-GENE-070117-1049	Not found
ZDB-GENE-070117-1222	Not found
ZDB-GENE-060512-211	ENSDARG00000040407
ZDB-GENE-070117-412	Not found
ZDB-GENE-070117-435	Not found
ZDB-GENE-131024-4	Not found
ZDB-GENE-070117-1019	Not found
ZDB-GENE-070117-1913	Not found
ZDB-GENE-060616-1	ENSDARG00000017220
ZDB-GENE-150701-3	Not found
ZDB-GENE-070117-399	Not found
ZDB-GENE-040801-128	ENSDARG00000055566
ZDB-GENE-040801-50	ENSDARG00000056840
ZDB-GENE-150723-14	Not found
ZDB-GENE-070117-356	Not found
ZDB-GENE-070117-2068	Not found
ZDB-GENE-040426-1476	ENSDARG00000034572
ZDB-GENE-070117-912	Not found
ZDB-GENE-070117-397	Not found
ZDB-GENE-070117-1869	Not found
ZDB-GENE-991208-8	ENSDARG00000104100
ZDB-GENE-070117-262	Not found
ZDB-GENE-070117-539	Not found
ZDB-GENE-070117-339	Not found
ZDB-GENE-150723-8	Not found
ZDB-GENE-070117-1643	Not found
ZDB-GENE-070117-2356	Not found
ZDB-GENE-131003-1	Not found
ZDB-GENE-070117-1485	Not found
ZDB-GENE-140123-3	Not found
ZDB-GENE-060503-693	ENSDARG00000054451
ZDB-GENE-070117-570	Not found
ZDB-GENE-070117-1313	Not found
ZDB-GENE-070117-1973	Not found
ZDB-GENE-070117-1974	Not found
ZDB-GENE-070117-2003	Not found
ZDB-GENE-090929-37	Not found
ZDB-GENE-070117-1662	Not found
ZDB-GENE-070117-1285	Not found
ZDB-GENE-030131-7393	ENSDARG00000025081
ZDB-GENE-070117-1769	Not found
ZDB-GENE-030131-5268	ENSDARG00000093864
ZDB-GENE-070117-1205	Not found
ZDB-GENE-070117-1986	Not found
ZDB-GENE-070117-1862	Not found
ZDB-GENE-070117-1397	Not found
ZDB-GENE-070117-1852	Not found
ZDB-GENE-070117-1170	Not found
ZDB-GENE-050425-1	ENSDARG00000017591
ZDB-GENE-070117-990	Not found
ZDB-GENE-140122-27	Not found
ZDB-GENE-030801-1	ENSDARG00000040614
ZDB-GENE-070117-1912	Not found
ZDB-GENE-070117-2112	Not found
ZDB-GENE-070117-1515	Not found
ZDB-GENE-030131-9122	ENSDARG00000060767
ZDB-GENE-050315-1	ENSDARG00000105201
ZDB-GENE-070117-1377	Not found
ZDB-GENE-070117-777	Not found
ZDB-GENE-070117-1644	Not found
ZDB-GENE-150212-1	ENSDARG00000099781
ZDB-GENE-070117-2199	Not found
ZDB-GENE-070117-1233	Not found
ZDB-GENE-040426-751	ENSDARG00000086819
ZDB-GENE-070117-2349	Not found
ZDB-GENE-070117-422	Not found
ZDB-GENE-070117-1871	Not found
ZDB-GENE-990415-220	ENSDARG00000068213
ZDB-GENE-070117-1163	Not found
ZDB-GENE-070117-1368	Not found
ZDB-GENE-041114-152	ENSDARG00000035781
ZDB-GENE-070117-101	Not found
ZDB-GENE-070117-1297	Not found
ZDB-GENE-050106-1	ENSDARG00000031875
ZDB-GENE-040718-29	ENSDARG00000036376
ZDB-GENE-070117-1768	Not found
ZDB-GENE-040625-167	ENSDARG00000012553
ZDB-GENE-070117-1082	Not found
ZDB-GENE-070117-882	Not found
ZDB-GENE-040426-1981	ENSDARG00000100597
ZDB-GENE-070117-1323	Not found
ZDB-GENE-140123-2	Not found
ZDB-GENE-070117-834	Not found
ZDB-GENE-070117-556	Not found
ZDB-GENE-140122-15	Not found
ZDB-GENE-070117-2438	Not found
ZDB-GENE-150723-2	Not found
ZDB-GENE-090416-5	Not found
ZDB-GENE-070117-1186	Not found
ZDB-GENE-070117-1907	Not found
ZDB-GENE-070117-233	Not found
ZDB-GENE-070117-1681	Not found
ZDB-GENE-070117-943	Not found
ZDB-GENE-131121-306	ENSDARG00000090481
ZDB-GENE-070117-1632	Not found
ZDB-GENE-040426-1305	ENSDARG00000036463
ZDB-GENE-111201-3	Not found
ZDB-GENE-070117-265	Not found
ZDB-GENE-070117-1620	Not found
ZDB-GENE-070117-1274	Not found
ZDB-GENE-070117-1292	Not found
ZDB-GENE-100113-9	Not found
ZDB-GENE-070117-1389	Not found
ZDB-GENE-070117-1167	Not found
ZDB-GENE-070117-1748	Not found
ZDB-GENE-070117-1228	Not found
ZDB-GENE-070117-1641	Not found
ZDB-GENE-070117-860	Not found
ZDB-GENE-070117-116	Not found
ZDB-GENE-070117-40	Not found
ZDB-GENE-070117-333	Not found
ZDB-GENE-030131-5579	ENSDARG00000021521
ZDB-GENE-070117-1530	Not found
ZDB-GENE-100208-2	ENSDARG00000074120
ZDB-GENE-070117-728	Not found
ZDB-GENE-070117-1324	Not found
ZDB-GENE-080318-4	Not found
ZDB-GENE-070117-649	Not found
ZDB-GENE-000607-82	ENSDARG00000061345
ZDB-GENE-070117-1446	Not found
ZDB-GENE-040426-2572	ENSDARG00000104069
ZDB-GENE-070117-1123	Not found
ZDB-GENE-070117-1595	Not found
ZDB-GENE-070117-1962	Not found
ZDB-GENE-070117-1788	Not found
ZDB-GENE-070117-1443	Not found
ZDB-GENE-070117-814	Not found
ZDB-GENE-070117-1001	Not found
ZDB-GENE-070117-1586	Not found
ZDB-GENE-070117-1364	Not found
ZDB-GENE-070117-1347	Not found
ZDB-GENE-140122-4	Not found
ZDB-GENE-070117-1361	Not found
ZDB-GENE-050920-1	ENSDARG00000068516
ZDB-GENE-070117-1044	Not found
ZDB-GENE-070117-744	Not found
ZDB-GENE-040426-1714	ENSDARG00000101915
ZDB-GENE-070117-1280	Not found
ZDB-GENE-070117-794	Not found
ZDB-GENE-080317-6	Not found
ZDB-GENE-990415-237	ENSDARG00000040321
ZDB-GENE-070117-2462	Not found
ZDB-GENE-070117-1743	Not found
ZDB-GENE-081003-2	Not found
ZDB-GENE-040426-2132	ENSDARG00000042816
ZDB-GENE-070117-892	Not found
ZDB-GENE-070117-849	Not found
ZDB-GENE-070117-1983	Not found
ZDB-GENE-070117-1931	Not found
ZDB-GENE-070117-1302	Not found
ZDB-GENE-070117-858	Not found
ZDB-GENE-980526-265	ENSDARG00000009438
ZDB-GENE-070117-1698	Not found
ZDB-GENE-070117-1903	Not found
ZDB-GENE-090423-1	ENSDARG00000042232
ZDB-GENE-070117-1376	Not found
ZDB-GENE-070117-800	Not found
ZDB-GENE-030513-2	ENSDARG00000043135
ZDB-GENE-070117-1791	Not found
ZDB-GENE-070117-452	Not found
ZDB-GENE-070117-1012	Not found
ZDB-GENE-070117-2249	Not found
ZDB-GENE-061108-2	ENSDARG00000060058
ZDB-GENE-070117-711	Not found
ZDB-GENE-110127-1	ENSDARG00000053724
ZDB-GENE-050417-135	ENSDARG00000012306
ZDB-GENE-070117-1959	Not found
ZDB-GENE-070117-923	Not found
ZDB-GENE-070117-374	Not found
ZDB-GENE-070117-1729	Not found
ZDB-GENE-070117-637	Not found
ZDB-GENE-070117-1435	Not found
ZDB-GENE-070117-1144	Not found
ZDB-GENE-070117-643	Not found
ZDB-GENE-070117-1231	Not found
ZDB-GENE-070117-1180	Not found
ZDB-GENE-070117-1453	Not found
ZDB-GENE-150701-2	Not found
ZDB-GENE-040426-1274	ENSDARG00000098834
ZDB-GENE-070117-1016	Not found
ZDB-GENE-070627-6	Not found
ZDB-GENE-070117-2449	Not found
ZDB-GENE-990415-51	ENSDARG00000005915
ZDB-GENE-070117-515	Not found
ZDB-GENE-070117-1955	Not found
ZDB-GENE-070820-10	ENSDARG00000060620
ZDB-GENE-070117-1121	Not found
ZDB-GENE-070117-80	Not found
ZDB-GENE-050609-28	Not found
ZDB-GENE-111103-11	Not found
ZDB-GENE-070117-1303	Not found
ZDB-GENE-070117-270	Not found
ZDB-GENE-070117-1756	Not found
ZDB-GENE-070117-864	Not found
ZDB-GENE-070117-1038	Not found
ZDB-GENE-070117-1536	Not found
ZDB-GENE-081210-7	Not found
ZDB-GENE-070117-259	Not found
ZDB-GENE-991008-6	ENSDARG00000092947
ZDB-GENE-070117-881	Not found
ZDB-GENE-070117-1243	Not found
ZDB-GENE-041014-352	ENSDARG00000007869
ZDB-GENE-040912-7	ENSDARG00000031715
ZDB-GENE-030131-8312	ENSDARG00000017119
ZDB-GENE-070117-2386	Not found
ZDB-GENE-070117-1893	Not found
ZDB-GENE-070117-1719	Not found
ZDB-GENE-070117-499	Not found
ZDB-GENE-070117-1392	Not found
ZDB-GENE-070117-865	Not found
ZDB-GENE-010406-2	ENSDARG00000002795
ZDB-GENE-070117-1283	Not found
ZDB-GENE-060927-1	ENSDARG00000074185
ZDB-GENE-150723-9	Not found
ZDB-GENE-070117-719	Not found
ZDB-GENE-070117-787	Not found
ZDB-GENE-070117-357	Not found
ZDB-GENE-101124-3	Not found
ZDB-GENE-070117-1521	Not found
ZDB-GENE-070117-388	Not found
ZDB-GENE-090218-30	ENSDARG00000097205
ZDB-GENE-070117-946	Not found
ZDB-GENE-070117-678	Not found
ZDB-GENE-070719-2	ENSDARG00000079624
ZDB-GENE-070117-1047	Not found
ZDB-GENE-070117-1290	Not found
ZDB-GENE-070117-792	Not found
ZDB-GENE-070117-195	Not found
ZDB-GENE-150701-9	Not found
ZDB-GENE-070117-1028	Not found
ZDB-GENE-070117-1220	Not found
ZDB-GENE-060503-526	ENSDARG00000061180
ZDB-GENE-990706-5	ENSDARG00000055075
ZDB-GENE-070117-753	Not found
ZDB-GENE-070117-1139	Not found
ZDB-GENE-070117-931	Not found
ZDB-GENE-070117-1838	Not found
ZDB-GENE-030131-726	ENSDARG00000056414
ZDB-GENE-070117-944	Not found
ZDB-GENE-070117-1621	Not found
ZDB-GENE-070117-1336	Not found
ZDB-GENE-070117-1868	Not found
ZDB-GENE-040426-1311	ENSDARG00000056643
ZDB-GENE-050522-534	ENSDARG00000020746
ZDB-GENE-070117-1790	Not found
ZDB-GENE-070117-1901	Not found
ZDB-GENE-070117-966	Not found
ZDB-GENE-081002-1	Not found
ZDB-GENE-040426-1608	ENSDARG00000004296
ZDB-GENE-070117-1857	Not found
ZDB-GENE-070117-891	Not found
ZDB-GENE-070117-91	Not found
ZDB-GENE-070117-1138	Not found
ZDB-GENE-090601-6	ENSDARG00000078060
ZDB-GENE-070117-312	Not found
ZDB-GENE-980526-144	ENSDARG00000006514
ZDB-GENE-140130-6	Not found
ZDB-GENE-070117-1088	Not found
ZDB-GENE-070117-370	Not found
ZDB-GENE-070117-1157	Not found
ZDB-GENE-050626-97	ENSDARG00000002988
ZDB-GENE-070117-1796	Not found
ZDB-GENE-980526-110	ENSDARG00000035350
ZDB-GENE-070117-241	Not found
ZDB-GENE-140122-12	Not found
ZDB-GENE-070117-1658	Not found
ZDB-GENE-040527-2	ENSDARG00000079323
ZDB-GENE-070117-414	Not found
ZDB-GENE-070117-953	Not found
ZDB-GENE-070117-1751	Not found
ZDB-GENE-140130-17	Not found
ZDB-GENE-150723-1	Not found
ZDB-GENE-070117-1587	Not found
ZDB-GENE-070117-1910	Not found
ZDB-GENE-070117-192	Not found
ZDB-GENE-070117-1339	Not found
ZDB-GENE-070117-98	Not found
ZDB-GENE-070117-1619	Not found
ZDB-GENE-080318-5	Not found
ZDB-GENE-070117-1086	Not found
ZDB-GENE-070117-2094	Not found
ZDB-GENE-070117-1403	Not found
ZDB-GENE-070117-871	Not found
ZDB-GENE-070117-1273	Not found
ZDB-GENE-070117-1387	Not found
ZDB-GENE-040629-3	ENSDARG00000040261
ZDB-GENE-070117-1879	Not found
ZDB-GENE-070117-1647	Not found
ZDB-GENE-150729-38	Not found
ZDB-GENE-070117-248	Not found
ZDB-GENE-070117-403	Not found
ZDB-GENE-100113-8	Not found
ZDB-GENE-070117-1535	Not found
ZDB-GENE-070117-1260	Not found
ZDB-GENE-040421-2	ENSDARG00000036471
ZDB-GENE-070117-1967	Not found
ZDB-GENE-040426-1327	ENSDARG00000020101
ZDB-GENE-070117-1500	Not found
ZDB-GENE-070117-582	Not found
ZDB-GENE-070117-1495	Not found
ZDB-GENE-070206-11	ENSDARG00000025859
ZDB-GENE-070117-434	Not found
ZDB-GENE-070117-1731	Not found
ZDB-GENE-030131-5648	ENSDARG00000033707
ZDB-GENE-070117-625	Not found
ZDB-GENE-070117-86	Not found
ZDB-GENE-070117-1099	Not found
ZDB-GENE-070117-1246	Not found
ZDB-GENE-070410-73	Not found
ZDB-GENE-030131-7126	ENSDARG00000029146
ZDB-GENE-070117-1227	Not found
ZDB-GENE-070117-664	Not found
ZDB-GENE-070117-1610	Not found
ZDB-GENE-070117-868	Not found
ZDB-GENE-111103-21	Not found
ZDB-GENE-070117-1590	Not found
ZDB-GENE-140123-8	Not found
ZDB-GENE-070117-1432	Not found
ZDB-GENE-070117-1354	Not found
ZDB-GENE-061215-5	ENSDARG00000029291
ZDB-GENE-070117-1058	Not found
ZDB-GENE-030131-7349	Not found
ZDB-GENE-030131-2845	ENSDARG00000011312
ZDB-GENE-140122-29	Not found
ZDB-GENE-010724-6	ENSDARG00000075132
ZDB-GENE-040426-2032	ENSDARG00000014292
ZDB-GENE-070117-1615	Not found
ZDB-GENE-070117-1797	Not found
ZDB-GENE-070117-843	Not found
ZDB-GENE-070117-634	Not found
ZDB-GENE-030131-2804	ENSDARG00000094646
ZDB-GENE-070117-1527	Not found
ZDB-GENE-070117-537	Not found
ZDB-GENE-041212-40	ENSDARG00000077304
ZDB-GENE-070117-1979	Not found
ZDB-GENE-070117-1622	Not found
ZDB-GENE-051113-340	ENSDARG00000101949
ZDB-GENE-070117-143	Not found
ZDB-GENE-070117-1426	Not found
ZDB-GENE-100113-2	Not found
ZDB-GENE-040426-1413	ENSDARG00000101701
ZDB-GENE-070117-1288	Not found
ZDB-GENE-990415-85	ENSDARG00000069006
ZDB-GENE-070117-899	Not found
ZDB-GENE-070117-743	Not found
ZDB-GENE-070117-1909	Not found
ZDB-GENE-070117-1648	Not found
ZDB-GENE-070117-1137	Not found
ZDB-GENE-030131-8733	ENSDARG00000012450
ZDB-GENE-070117-1968	Not found
ZDB-GENE-140122-13	Not found
ZDB-GENE-070117-230	Not found
ZDB-GENE-070117-2116	Not found
ZDB-GENE-070117-1398	Not found
ZDB-GENE-070117-1331	Not found
ZDB-GENE-070117-1380	Not found
ZDB-GENE-070117-343	Not found
ZDB-GENE-070117-1023	Not found
ZDB-GENE-070117-221	Not found
ZDB-GENE-070117-1203	Not found
ZDB-GENE-070117-167	Not found
ZDB-GENE-070117-1278	Not found
ZDB-GENE-040426-1694	ENSDARG00000008788
ZDB-GENE-140122-9	Not found
ZDB-GENE-040426-718	ENSDARG00000006283
ZDB-GENE-070117-1112	Not found
ZDB-GENE-070117-1416	Not found
ZDB-GENE-070117-1892	Not found
ZDB-GENE-041114-186	ENSDARG00000041041
ZDB-GENE-070410-90	ENSDARG00000059836
ZDB-GENE-111103-26	Not found
ZDB-GENE-070117-1872	Not found
ZDB-GENE-100113-1	Not found
ZDB-GENE-070117-1584	Not found
ZDB-GENE-070117-799	Not found
ZDB-GENE-080319-1	Not found
ZDB-GENE-070117-1374	Not found
ZDB-GENE-070117-157	Not found
ZDB-GENE-070117-1130	Not found
ZDB-GENE-111103-17	Not found
ZDB-GENE-070117-1475	Not found
ZDB-GENE-070117-1188	Not found
ZDB-GENE-021120-2	ENSDARG00000025671
ZDB-GENE-070117-1526	Not found
ZDB-GENE-120807-2	ENSDARG00000031126
ZDB-GENE-100526-1	Not found
ZDB-GENE-070117-1678	Not found
ZDB-GENE-070117-2097	Not found
ZDB-GENE-070117-1236	Not found
ZDB-GENE-070117-995	Not found
ZDB-GENE-070117-1255	Not found
ZDB-GENE-140122-20	Not found
ZDB-GENE-070117-929	Not found
ZDB-GENE-070117-919	Not found
ZDB-GENE-070117-1035	Not found
ZDB-GENE-070117-1239	Not found
ZDB-GENE-030131-6141	ENSDARG00000006527
ZDB-GENE-070117-908	Not found
ZDB-GENE-090313-74	ENSDARG00000075599
ZDB-GENE-070117-184	Not found
ZDB-GENE-050824-1	ENSDARG00000020602
ZDB-GENE-071205-3	Not found
ZDB-GENE-070117-840	Not found
ZDB-GENE-990415-55	ENSDARG00000004105
ZDB-GENE-070117-1793	Not found
ZDB-GENE-070117-1413	Not found
ZDB-GENE-070117-1424	Not found
ZDB-GENE-070117-1404	Not found
ZDB-GENE-070117-1333	Not found
ZDB-GENE-070117-1281	Not found
ZDB-GENE-070117-1980	Not found
ZDB-GENE-070117-1958	Not found
ZDB-GENE-070117-642	Not found
ZDB-GENE-070117-1418	Not found
ZDB-GENE-070117-541	Not found
ZDB-GENE-030219-206	ENSDARG00000029524
ZDB-GENE-050609-27	Not found
ZDB-GENE-070117-1084	Not found
ZDB-GENE-041228-18	Not found
ZDB-GENE-070306-2	Not found
ZDB-GENE-070117-314	Not found
ZDB-GENE-090416-6	Not found
ZDB-GENE-070117-936	Not found
ZDB-GENE-070117-662	Not found
ZDB-GENE-070117-1029	Not found
ZDB-GENE-070117-2160	Not found
ZDB-GENE-070117-1219	Not found
ZDB-GENE-070117-1911	Not found
ZDB-GENE-070117-550	Not found
ZDB-GENE-070117-797	Not found
ZDB-GENE-070117-1737	Not found
ZDB-GENE-000210-21	ENSDARG00000012671
ZDB-GENE-070117-788	Not found
ZDB-GENE-070117-571	Not found
ZDB-GENE-130726-2	Not found
ZDB-GENE-150701-8	Not found
ZDB-GENE-070117-1773	Not found
ZDB-GENE-070117-1158	Not found
ZDB-GENE-070117-1266	Not found
ZDB-GENE-070117-791	Not found
ZDB-GENE-111103-10	Not found
ZDB-GENE-070117-1080	Not found
ZDB-GENE-020402-1	ENSDARG00000011066
ZDB-GENE-070117-822	Not found
ZDB-GENE-980526-114	ENSDARG00000004232
ZDB-GENE-050420-170	ENSDARG00000034093
ZDB-GENE-070117-1935	Not found
ZDB-GENE-070117-1467	Not found
ZDB-GENE-070117-628	Not found
ZDB-GENE-070117-1562	Not found
ZDB-GENE-070117-1050	Not found
ZDB-GENE-040426-2103	ENSDARG00000032808
ZDB-GENE-070117-1937	Not found
ZDB-GENE-070117-203	Not found
ZDB-GENE-070117-2357	Not found
ZDB-GENE-060428-1	ENSDARG00000102505
ZDB-GENE-070117-1248	Not found
ZDB-GENE-070117-454	Not found
ZDB-GENE-070117-1816	Not found
ZDB-GENE-070117-710	Not found
ZDB-GENE-070117-301	Not found
ZDB-GENE-070117-813	Not found
ZDB-GENE-030131-7778	ENSDARG00000030832
ZDB-GENE-070117-1120	Not found
ZDB-GENE-070117-1473	Not found
ZDB-GENE-070117-866	Not found
ZDB-GENE-070117-1132	Not found
ZDB-GENE-000509-1	ENSDARG00000006791
ZDB-GENE-070117-1764	Not found
ZDB-GENE-070117-1885	Not found
ZDB-GENE-990415-96	ENSDARG00000040764
ZDB-GENE-070117-1578	Not found
ZDB-GENE-061026-3	ENSDARG00000061791
ZDB-GENE-070117-1522	Not found
ZDB-GENE-050522-323	ENSDARG00000101908
ZDB-GENE-070117-1020	Not found
ZDB-GENE-070117-1840	Not found
ZDB-GENE-070117-1330	Not found
ZDB-GENE-060209-3	ENSDARG00000045673
ZDB-GENE-070117-1491	Not found
ZDB-GENE-070117-1904	Not found
ZDB-GENE-070117-1189	Not found
ZDB-GENE-111103-4	Not found
ZDB-GENE-070117-1908	Not found
ZDB-GENE-070117-968	Not found
ZDB-GENE-070117-1736	Not found
ZDB-GENE-070117-1071	Not found
ZDB-GENE-070705-96	ENSDARG00000063288
ZDB-GENE-070117-495	Not found
ZDB-GENE-070117-1767	Not found
ZDB-GENE-070117-1003	Not found
ZDB-GENE-070117-1061	Not found
ZDB-GENE-060620-2	ENSDARG00000079280
ZDB-GENE-070117-1113	Not found
ZDB-GENE-070117-1953	Not found
ZDB-GENE-990415-268	ENSDARG00000021163
ZDB-GENE-070117-1642	Not found
ZDB-GENE-040623-1	ENSDARG00000093738
ZDB-GENE-070117-2518	Not found
ZDB-GENE-070117-250	ENSDARG00000045946
ZDB-GENE-070117-1247	Not found
ZDB-GENE-111103-19	Not found
ZDB-GENE-070117-812	Not found
ZDB-GENE-070117-150	Not found
ZDB-GENE-030131-6334	ENSDARG00000017835
ZDB-GENE-070117-1452	Not found
ZDB-GENE-070117-43	Not found
ZDB-GENE-030131-9588	ENSDARG00000011065
ZDB-GENE-070117-1854	Not found
ZDB-GENE-070117-997	Not found
ZDB-GENE-070117-677	Not found
ZDB-GENE-070117-1814	Not found
ZDB-GENE-070117-336	Not found
ZDB-GENE-070117-413	Not found
ZDB-GENE-070117-2171	Not found
ZDB-GENE-070117-1795	Not found
ZDB-GENE-980526-466	ENSDARG00000095743
ZDB-GENE-070117-932	Not found
ZDB-GENE-031001-3	ENSDARG00000024746
ZDB-GENE-070117-2424	Not found
ZDB-GENE-041010-5	ENSDARG00000034826
ZDB-GENE-030131-2167	ENSDARG00000026476
ZDB-GENE-030918-1	ENSDARG00000013847
ZDB-GENE-070427-9	Not found
ZDB-GENE-070117-189	Not found
ZDB-GENE-070117-971	Not found
ZDB-GENE-070117-323	Not found
ZDB-GENE-070117-954	Not found
ZDB-GENE-070117-1358	Not found
ZDB-GENE-070117-867	Not found
ZDB-GENE-070117-1961	Not found
ZDB-GENE-081119-4	ENSDARG00000102626
ZDB-GENE-070117-1864	Not found
